3.78000E+00,1.69044E-01,3.44000E+00,4.12000E+00,1.47231E-01,1.94089E-01
4.92000E+00,1.08893E-01,4.59000E+00,5.25000E+00,7.88860E-02,1.50314E-01
5.74000E+00,1.19399E-01,5.38000E+00,6.10000E+00,7.70903E-02,1.84927E-01
3.50000E-01,3.55631E-02,2.00000E-01,5.00000E-01,2.97167E-02,4.25598E-02
8.00000E-01,6.56145E-02,6.00000E-01,1.00000E+00,5.45758E-02,7.88860E-02
1.35000E+00,9.24698E-02,1.10000E+00,1.60000E+00,6.65273E-02,1.28529E-01
1.50000E+00,1.95434E-01,1.00000E+00,2.00000E+00,1.23310E-01,3.09742E-01
2.75000E+00,3.07610E-01,2.00000E+00,3.50000E+00,1.94089E-01,4.87528E-01
4.00000E+00,1.30017E-01,3.50000E+00,4.50000E+00,7.31139E-02,2.31206E-01
1.50000E-01,3.95367E-02,0.00000E+00,3.00000E-01,3.52371E-02,4.43609E-02
3.04000E+00,1.60325E-01,2.79000E+00,3.29000E+00,1.42889E-01,1.79887E-01
4.13000E+00,1.24451E-01,3.83000E+00,4.43000E+00,9.88553E-02,1.56675E-01
7.00000E-01,4.80839E-02,5.00000E-01,9.00000E-01,3.78443E-02,6.10942E-02
1.25000E+00,6.51628E-02,1.00000E+00,1.50000E+00,4.97737E-02,8.53100E-02
1.50000E-01,4.27563E-02,0.00000E+00,3.00000E-01,3.02691E-02,6.03949E-02
7.50000E-01,1.01859E-01,5.00000E-01,1.00000E+00,7.21107E-02,1.43880E-01
1.25000E+00,1.36773E-01,1.00000E+00,1.50000E+00,9.68278E-02,1.93197E-01
1.75000E+00,1.06170E-01,1.50000E+00,2.00000E+00,7.51623E-02,1.49968E-01
3.50000E-01,2.89068E-02,2.00000E-01,5.00000E-01,2.46037E-02,3.39625E-02
6.25000E-01,5.42001E-02,5.00000E-01,7.50000E-01,4.50817E-02,6.51628E-02
8.75000E-01,1.04954E-01,7.50000E-01,1.00000E+00,7.43019E-02,1.48252E-01
9.00000E-01,9.88553E-02,4.00000E-01,1.40000E+00,7.67361E-02,1.27350E-01
2.50000E-02,1.22180E-02,0.00000E+00,5.00000E-02,8.64968E-03,1.72584E-02
2.00000E-01,1.36458E-02,1.00000E-01,3.00000E-01,1.03992E-02,1.98609E-02
3.00000E-01,1.18850E-02,2.00000E-01,4.00000E-01,9.57194E-03,1.49968E-02
4.00000E-01,5.35797E-02,3.00000E-01,5.00000E-01,4.40555E-02,6.82339E-02
5.00000E-01,9.54993E-02,4.00000E-01,6.00000E-01,8.18465E-02,1.13501E-01
6.00000E-01,6.48634E-02,5.00000E-01,7.00000E-01,5.62341E-02,7.65597E-02
7.00000E-01,5.34564E-02,6.00000E-01,8.00000E-01,4.51856E-02,6.54636E-02
8.00000E-01,5.66239E-02,7.00000E-01,9.00000E-01,4.80839E-02,6.82339E-02
9.00000E-01,7.14496E-02,8.00000E-01,1.00000E+00,6.02560E-02,8.79023E-02
1.00000E+00,1.14551E-01,9.00000E-01,1.10000E+00,9.37562E-02,1.46555E-01
1.10000E+00,8.99498E-02,1.00000E+00,1.20000E+00,6.57658E-02,1.42233E-01
1.20000E+00,8.59014E-02,1.10000E+00,1.30000E+00,5.72796E-02,1.71791E-01
3.75000E-01,1.97242E-02,2.50000E-01,5.00000E-01,1.64059E-02,2.31739E-02
6.25000E-01,5.94292E-02,5.00000E-01,7.50000E-01,4.20727E-02,7.65597E-02
8.75000E-01,1.39637E-01,7.50000E-01,1.00000E+00,5.82103E-02,2.21309E-01
2.75000E+00,2.77332E-01,2.00000E+00,3.50000E+00,1.96336E-01,3.91742E-01
2.50000E-02,2.48886E-02,0.00000E+00,5.00000E-02,1.93197E-02,3.20627E-02
7.00000E-01,1.17220E-01,5.00000E-01,1.10000E+00,9.09913E-02,1.51008E-01
2.20000E+00,2.65461E-01,2.15000E+00,2.25000E+00,2.01372E-01,3.49945E-01
1.25000E+00,2.34963E-01,7.00000E-01,1.80000E+00,2.21309E-01,2.49459E-01
1.50000E-01,1.51356E-02,0.00000E+00,3.00000E-01,1.31826E-02,1.73780E-02
9.00000E-01,1.06660E-01,8.00000E-01,1.00000E+00,7.72681E-02,1.50661E-01
1.30000E+00,2.79898E-01,7.00000E-01,1.90000E+00,2.12324E-01,3.68978E-01
2.00000E-01,3.24340E-02,1.00000E-01,3.00000E-01,2.82488E-02,3.72392E-02
2.20000E-02,1.25893E-02,0.00000E+00,4.40000E-02,7.94328E-03,1.99526E-02
3.50000E-01,3.64754E-02,2.00000E-01,5.00000E-01,1.95884E-02,6.79204E-02
6.25000E-01,6.77642E-02,5.00000E-01,7.50000E-01,3.81066E-02,1.20504E-01
8.75000E-01,1.33660E-01,7.50000E-01,1.00000E+00,7.34514E-02,2.43220E-01
2.00000E+00,1.47571E-01,1.00000E+00,3.00000E+00,8.68960E-02,2.44906E-01
4.50000E+00,1.90108E-01,3.00000E+00,6.00000E+00,7.06318E-02,4.35512E-01
3.00000E+00,8.18465E-02,2.00000E+00,4.00000E+00,5.53350E-02,1.21060E-01
5.00000E-03,1.08643E-02,0.00000E+00,1.00000E-02,1.01391E-02,1.16413E-02
8.00000E-02,1.87068E-02,0.00000E+00,1.60000E-01,1.52055E-02,2.24905E-02
1.00000E-02,1.76604E-02,0.00000E+00,2.00000E-02,1.40281E-02,2.12324E-02
7.00000E-02,1.20226E-02,0.00000E+00,1.40000E-01,9.54993E-03,1.51356E-02
2.80000E-01,4.08319E-02,1.00000E-02,4.01000E-01,2.51768E-02,5.63638E-02
4.60000E-01,6.66807E-02,4.10000E-01,5.18000E-01,4.20727E-02,9.20450E-02
6.00000E-01,7.63836E-02,5.48000E-01,6.98000E-01,4.19759E-02,1.10408E-01
8.10000E-01,1.31522E-01,7.24000E-01,8.84000E-01,8.68960E-02,1.77419E-01
1.60000E+00,1.64059E-01,9.60000E-01,4.42000E+00,1.08393E-01,2.16272E-01
5.00000E-03,2.09411E-02,0.00000E+00,1.00000E-02,2.08930E-02,2.09894E-02
2.40000E-01,3.82825E-02,0.00000E+00,3.00000E-01,2.51768E-02,6.33870E-02
2.50000E-01,5.72796E-02,0.00000E+00,5.00000E-01,3.45144E-02,1.16950E-01
7.50000E-01,6.38263E-02,5.00000E-01,1.00000E+00,4.62381E-02,1.08393E-01
1.25000E+00,9.07821E-02,1.00000E+00,1.50000E+00,6.88652E-02,1.57761E-01
1.75000E+00,9.33254E-02,1.50000E+00,2.00000E+00,7.07946E-02,1.62181E-01
2.50000E+00,5.61048E-02,2.00000E+00,3.00000E+00,3.45939E-02,1.06905E-01
3.50000E+00,5.15229E-02,3.00000E+00,4.00000E+00,2.76694E-02,1.12720E-01
4.50000E+00,6.60693E-02,4.00000E+00,5.00000E+00,2.81838E-02,1.81970E-01
2.50000E-01,1.73780E-02,0.00000E+00,5.00000E-01,1.64816E-02,1.86209E-02
7.50000E-01,2.86418E-02,5.00000E-01,1.00000E+00,2.53513E-02,2.97852E-02
1.25000E+00,3.27341E-02,1.00000E+00,1.50000E+00,2.89734E-02,3.49945E-02
1.75000E+00,3.36512E-02,1.50000E+00,2.00000E+00,3.06196E-02,3.54813E-02
2.25000E+00,1.00000E-01,2.00000E+00,2.50000E+00,8.62979E-02,1.05439E-01
2.75000E+00,1.30918E-01,2.50000E+00,3.00000E+00,1.15878E-01,1.41906E-01
3.50000E+00,2.60016E-01,3.00000E+00,4.00000E+00,2.24388E-01,2.97167E-01
4.50000E+00,2.71019E-01,4.00000E+00,5.00000E+00,2.18273E-01,3.31894E-01
5.50000E+00,3.68978E-01,5.00000E+00,6.00000E+00,1.95884E-01,5.83445E-01
